Release date,Last Updated,CVE Number,CVE Number (Link),CVE Title,Impact,Max Severity,Tag,revision
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43509,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43509,Windows Graphics Component Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Graphics Component,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年10月8日Information published.'}"
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43508,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43508,Windows Graphics Component Information Disclosure Vulnerability,Information Disclosure,Important,Microsoft Graphics Component,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年10月8日Information published.'}"
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43506,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43506,BranchCache Denial of Service Vulnerability,Denial of Service,Important,BranchCache,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年10月8日Information published.'}"
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43505,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43505,Microsoft Office Visio Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office Visio,"{'versionrevisionDatedescription1.02024年10月8日Information published.', 'versionrevisionDatedescription'}"
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43504,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43504,Microsoft Excel Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office Excel,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年10月8日Information published.'}"
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43503,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43503,Microsoft SharePoint Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Office SharePoint,"{'versionrevisionDatedescription1.02024年10月8日Information published.', 'versionrevisionDatedescription'}"
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43502,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43502,Windows Kernel Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年10月8日Information published.'}"
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43501,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43501,Windows Common Log File System Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Common Log File System Driver,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年10月8日Information published.'}"
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43500,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43500,Windows Resilient File System (ReFS) Information Disclosure Vulnerability,Information Disclosure,Important,Windows Resilient File System (ReFS),"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年10月8日Information published.'}"
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43497,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43497,DeepSpeed Remote Code Execution Vulnerability,Remote Code Execution,Important,DeepSpeed,"{'versionrevisionDatedescription1.02024年10月8日Information published.', 'versionrevisionDatedescription'}"
"Sep 19, 2024","Sep 19, 2024",CVE-2024-43496,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43496,Microsoft Edge (Chromium-based) Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Edge (Chromium-based),"{'versionrevisionDatedescription1.02024年9月19日Information published.', 'versionrevisionDatedescription'}"
"Sep 10, 2024","Sep 10, 2024",CVE-2024-43495,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43495,Windows libarchive Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Libarchive,"{'versionrevisionDatedescription1.02024年9月10日Information published. This CVE was addressed by updates that were released in July 2024, but the CVE was inadvertently omitted from the July 2024 Security Updates. This is an informational change only. Customers who have already installed the July 2024 updates do not need to take any further action.', 'versionrevisionDatedescription'}"
"Sep 10, 2024","Sep 10, 2024",CVE-2024-43492,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43492,Microsoft AutoUpdate (MAU) Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft AutoUpdate (MAU),"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年9月10日Information published.'}"
"Sep 10, 2024","Sep 10, 2024",CVE-2024-43491,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43491,Microsoft Windows Update Remote Code Execution Vulnerability,Remote Code Execution,Critical,Windows Update,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年9月10日Information published.'}"
"Sep 19, 2024","Sep 19, 2024",CVE-2024-43489,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43489,Microsoft Edge (Chromium-based) Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Edge (Chromium-based),"{'versionrevisionDatedescription1.02024年9月19日Information published.', 'versionrevisionDatedescription'}"
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43488,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43488,Visual Studio Code extension for Arduino Remote Code Execution Vulnerability,Remote Code Execution,Critical,Visual Studio Code,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年10月8日Information published.'}"
"Sep 10, 2024","Sep 10, 2024",CVE-2024-43487,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43487,Windows Mark of the Web Security Feature Bypass Vulnerability,Security Feature Bypass,Moderate,Windows Mark of the Web (MOTW),"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年9月10日Information published.'}"
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43485,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43485,.NET and Visual Studio Denial of Service Vulnerability,Denial of Service,Important,.NET and Visual Studio,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.12024年10月9日Updated acknowledgment. This is an informational change only.\n1.02024年10月8日Information published.'}"
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43484,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43484,".NET, .NET Framework, and Visual Studio Denial of Service Vulnerability",Denial of Service,Important,".NET, .NET Framework, Visual Studio","{'versionrevisionDatedescription1.12024年10月11日Corrected Build Numbers in the Security Updates table. This is an informational change only.\n1.02024年10月8日Information published.', 'versionrevisionDatedescription'}"
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43483,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43483,".NET, .NET Framework, and Visual Studio Denial of Service Vulnerability",Denial of Service,Important,".NET, .NET Framework, Visual Studio","{'versionrevisionDatedescription1.22024年10月11日Corrected Build Numbers in the Security Updates table. This is an informational change only.\n1.12024年10月9日Updated acknowledgment. This is an informational change only.\n1.02024年10月8日Information published.', 'versionrevisionDatedescription'}"
"Sep 10, 2024","Sep 10, 2024",CVE-2024-43482,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43482,Microsoft Outlook for iOS Information Disclosure Vulnerability,Information Disclosure,Important,Microsoft Outlook for iOS,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年9月10日Information published.'}"
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43481,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43481,Power BI Report Server Spoofing Vulnerability,Spoofing,Important,Power BI,"{'versionrevisionDatedescription1.12024年10月10日Corrected Article links in the Security Updates table. This is an informational change only.\n1.02024年10月8日Information published.', 'versionrevisionDatedescription'}"
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43480,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43480,Azure Service Fabric for Linux Remote Code Execution Vulnerability,Remote Code Execution,Important,Service Fabric,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年10月8日Information published.'}"
"Sep 10, 2024","Sep 10, 2024",CVE-2024-43479,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43479,Microsoft Power Automate Desktop Remote Code Execution Vulnerability,Remote Code Execution,Important,Power Automate,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年9月10日Information published.'}"
"Aug 22, 2024","Aug 22, 2024",CVE-2024-43477,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43477,Microsoft Entra ID Elevation of Privilege Vulnerability,Elevation of Privilege,Critical,Entra ID,"{'versionrevisionDatedescription1.02024年8月22日Information published.', 'versionrevisionDatedescription'}"
"Sep 10, 2024","Sep 10, 2024",CVE-2024-43476,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43476,Microsoft Dynamics 365 (on-premises) Cross-site Scripting Vulnerability,Spoofing,Important,Microsoft Dynamics 365 (on-premises),"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年9月10日Information published.'}"
"Sep 10, 2024","Sep 10, 2024",CVE-2024-43475,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43475,Microsoft Windows Admin Center Information Disclosure Vulnerability,Information Disclosure,Important,Windows Admin Center,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年9月10日Information published.'}"
"Sep 10, 2024","Sep 10, 2024",CVE-2024-43474,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43474,Microsoft SQL Server Information Disclosure Vulnerability,Information Disclosure,Important,SQL Server,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年9月10日Information published.'}"
"Aug 15, 2024","Aug 15, 2024",CVE-2024-43472,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43472,Microsoft Edge (Chromium-based) Elevation of Privilege Vulnerability,Elevation of Privilege,Moderate,Microsoft Edge (Chromium-based),"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年8月15日Information published.'}"
"Sep 10, 2024","Sep 10, 2024",CVE-2024-43470,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43470,Azure Network Watcher VM Agent Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Azure Network Watcher,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年9月10日Information published.'}"
"Sep 10, 2024","Sep 10, 2024",CVE-2024-43469,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43469,Azure CycleCloud Remote Code Execution Vulnerability,Remote Code Execution,Important,Azure CycleCloud,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年9月10日Information published.'}"
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43468,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43468,Microsoft Configuration Manager Remote Code Execution Vulnerability,Remote Code Execution,Critical,Microsoft Configuration Manager,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年10月8日Information published.'}"
"Sep 10, 2024","Sep 10, 2024",CVE-2024-43467,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43467,Windows Remote Desktop Licensing Service Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Remote Desktop Licensing Service,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年9月10日Information published.'}"
"Sep 10, 2024","Oct 6, 2024",CVE-2024-43466,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43466,Microsoft SharePoint Server Denial of Service Vulnerability,Denial of Service,Important,Microsoft Office SharePoint,"{'versionrevisionDatedescription1.12024年10月6日Updated links to security updates.  This is an informational change only.\n1.02024年9月10日Information published.', 'versionrevisionDatedescription'}"
"Sep 10, 2024","Oct 6, 2024",CVE-2024-43465,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43465,Microsoft Excel Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Office Excel,"{'versionrevisionDatedescription1.12024年10月6日Updated links to security updates.  This is an informational change only.\n1.02024年9月10日Information published.', 'versionrevisionDatedescription'}"
"Sep 10, 2024","Oct 6, 2024",CVE-2024-43464,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43464,Microsoft SharePoint Server Remote Code Execution Vulnerability,Remote Code Execution,Critical,Microsoft Office SharePoint,"{'versionrevisionDatedescription1.12024年10月6日Updated links to security updates.  This is an informational change only.\n1.02024年9月10日Information published.', 'versionrevisionDatedescription'}"
"Sep 10, 2024","Oct 6, 2024",CVE-2024-43463,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43463,Microsoft Office Visio Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office Visio,"{'versionrevisionDatedescription1.12024年10月6日Updated links to security updates.  This is an informational change only.\n1.02024年9月10日Information published.', 'versionrevisionDatedescription'}"
"Sep 10, 2024","Sep 13, 2024",CVE-2024-43461,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43461,Windows MSHTML Platform Spoofing Vulnerability,Spoofing,Important,Windows MSHTML Platform,"{'versionrevisionDatedescription1.12024年9月13日Corrected the Exploited, Publicly disclosed, and Exploitability assessment data and updated the CVSS Exploit Maturity metric. These are informational changes only.\n1.02024年9月10日Information published.', 'versionrevisionDatedescription'}"
"Sep 17, 2024","Sep 17, 2024",CVE-2024-43460,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43460,Dynamics 365 Business Central Elevation of Privilege Vulnerability,Elevation of Privilege,Critical,Dynamics Business Central,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年9月17日Information published.'}"
"Sep 10, 2024","Sep 10, 2024",CVE-2024-43458,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43458,Windows Networking Information Disclosure Vulnerability,Information Disclosure,Important,Windows Network Virtualization,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年9月10日Information published.'}"
