Release date,Last Updated,CVE Number,CVE Number (Link),CVE Title,Impact,Max Severity,Tag
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43611,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43611,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Routing and Remote Access Service (RRAS)
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43609,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43609,Microsoft Office Spoofing Vulnerability,Spoofing,Important,Microsoft Office
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43608,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43608,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Routing and Remote Access Service (RRAS)
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43607,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43607,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Routing and Remote Access Service (RRAS)
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43604,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43604,Outlook for Android Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Outlook for Android
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43603,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43603,Visual Studio Collector Service Denial of Service Vulnerability,Denial of Service,Important,Visual Studio
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43601,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43601,Visual Studio Code for Linux Remote Code Execution Vulnerability,Remote Code Execution,Important,Visual Studio Code
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43599,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43599,Remote Desktop Client Remote Code Execution Vulnerability,Remote Code Execution,Important,Remote Desktop Client
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43593,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43593,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Routing and Remote Access Service (RRAS)
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43592,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43592,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Routing and Remote Access Service (RRAS)
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43591,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43591,Azure Command Line Integration (CLI) Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Azure CLI
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43590,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43590,Visual C++ Redistributable Installer Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Visual C++ Redistributable Installer
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43589,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43589,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Routing and Remote Access Service (RRAS)
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43585,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43585,Code Integrity Guard Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Code Integrity Guard
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43584,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43584,Windows Scripting Engine Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Windows Scripting
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43583,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43583,Winlogon Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Winlogon
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43582,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43582,Remote Desktop Protocol Server Remote Code Execution Vulnerability,Remote Code Execution,Critical,Windows Remote Desktop
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43581,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43581,Microsoft OpenSSH for Windows Remote Code Execution Vulnerability,Remote Code Execution,Important,OpenSSH for Windows
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43576,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43576,Microsoft Office Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43575,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43575,Windows Hyper-V Denial of Service Vulnerability,Denial of Service,Important,Role: Windows Hyper-V
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43574,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43574,Microsoft Speech Application Programming Interface (SAPI) Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Windows Speech
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43573,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43573,Windows MSHTML Platform Spoofing Vulnerability,Spoofing,Moderate,Windows MSHTML Platform
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43572,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43572,Microsoft Management Console Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Management Console
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43571,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43571,Sudo for Windows Spoofing Vulnerability,Spoofing,Important,Sudo for Windows
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43570,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43570,Windows Kernel Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43567,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43567,Windows Hyper-V Denial of Service Vulnerability,Denial of Service,Important,Role: Windows Hyper-V
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43565,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43565,Windows Network Address Translation (NAT) Denial of Service Vulnerability,Denial of Service,Important,Windows Network Address Translation (NAT)
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43564,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43564,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Routing and Remote Access Service (RRAS)
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43563,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43563,Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Ancillary Function Driver for WinSock
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43562,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43562,Windows Network Address Translation (NAT) Denial of Service Vulnerability,Denial of Service,Important,Windows Network Address Translation (NAT)
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43561,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43561,Windows Mobile Broadband Driver Denial of Service Vulnerability,Denial of Service,Important,Windows Mobile Broadband
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43560,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43560,Microsoft Windows Storage Port Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Storage Port Driver
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43559,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43559,Windows Mobile Broadband Driver Denial of Service Vulnerability,Denial of Service,Important,Windows Mobile Broadband
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43558,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43558,Windows Mobile Broadband Driver Denial of Service Vulnerability,Denial of Service,Important,Windows Mobile Broadband
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43557,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43557,Windows Mobile Broadband Driver Denial of Service Vulnerability,Denial of Service,Important,Windows Mobile Broadband
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43556,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43556,Windows Graphics Component Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Graphics Component
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43555,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43555,Windows Mobile Broadband Driver Denial of Service Vulnerability,Denial of Service,Important,Windows Mobile Broadband
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43554,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43554,Windows Kernel-Mode Driver Information Disclosure Vulnerability,Information Disclosure,Important,Windows Kernel-Mode Drivers
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43553,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43553,NT OS Kernel Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows NT OS Kernel
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43552,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43552,Windows Shell Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Shell
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43551,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43551,Windows Storage Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Storage
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43550,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43550,Windows Secure Channel Spoofing Vulnerability,Spoofing,Important,Windows Secure Channel
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43549,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43549,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Routing and Remote Access Service (RRAS)
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43547,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43547,Windows Kerberos Information Disclosure Vulnerability,Information Disclosure,Important,Windows Kerberos
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43546,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43546,Windows Cryptographic Information Disclosure Vulnerability,Information Disclosure,Important,Windows Cryptographic Services
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43545,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43545,Windows Online Certificate Status Protocol (OCSP) Server Denial of Service Vulnerability,Denial of Service,Important,Windows Online Certificate Status Protocol (OCSP)
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43544,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43544,Microsoft Simple Certificate Enrollment Protocol Denial of Service Vulnerability,Denial of Service,Important,Microsoft Simple Certificate Enrollment Protocol
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43543,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43543,Windows Mobile Broadband Driver Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Mobile Broadband
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43542,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43542,Windows Mobile Broadband Driver Denial of Service Vulnerability,Denial of Service,Important,Windows Mobile Broadband
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43541,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43541,Microsoft Simple Certificate Enrollment Protocol Denial of Service Vulnerability,Denial of Service,Important,Microsoft Simple Certificate Enrollment Protocol
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43540,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43540,Windows Mobile Broadband Driver Denial of Service Vulnerability,Denial of Service,Important,Windows Mobile Broadband
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43538,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43538,Windows Mobile Broadband Driver Denial of Service Vulnerability,Denial of Service,Important,Windows Mobile Broadband
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43537,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43537,Windows Mobile Broadband Driver Denial of Service Vulnerability,Denial of Service,Important,Windows Mobile Broadband
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43536,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43536,Windows Mobile Broadband Driver Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Mobile Broadband
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43535,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43535,Windows Kernel-Mode Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel-Mode Drivers
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43534,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43534,Windows Graphics Component Information Disclosure Vulnerability,Information Disclosure,Important,Microsoft Graphics Component
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43533,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43533,Remote Desktop Client Remote Code Execution Vulnerability,Remote Code Execution,Important,Remote Desktop Client
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43532,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43532,Remote Registry Service Elevation of Privilege Vulnerability,Elevation of Privilege,Important,RPC Endpoint Mapper Service
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43529,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43529,Windows Print Spooler Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Print Spooler Components
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43528,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43528,Windows Secure Kernel Mode Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Secure Kernel Mode
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43527,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43527,Windows Kernel Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43526,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43526,Windows Mobile Broadband Driver Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Mobile Broadband
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43525,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43525,Windows Mobile Broadband Driver Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Mobile Broadband
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43524,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43524,Windows Mobile Broadband Driver Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Mobile Broadband
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43523,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43523,Windows Mobile Broadband Driver Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Mobile Broadband
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43522,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43522,Windows Local Security Authority (LSA) Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Local Security Authority (LSA)
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43521,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43521,Windows Hyper-V Denial of Service Vulnerability,Denial of Service,Important,Role: Windows Hyper-V
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43520,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43520,Windows Kernel Denial of Service Vulnerability,Denial of Service,Important,Windows Kernel
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43519,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43519,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft WDAC OLE DB provider for SQL
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43518,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43518,Windows Telephony Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Telephony Server
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43517,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43517,Microsoft ActiveX Data Objects Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft ActiveX
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43516,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43516,Windows Secure Kernel Mode Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Secure Kernel Mode
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43515,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43515,Internet Small Computer Systems Interface (iSCSI) Denial of Service Vulnerability,Denial of Service,Important,Internet Small Computer Systems Interface (iSCSI)
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43514,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43514,Windows Resilient File System (ReFS) Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows NTFS
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43513,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43513,BitLocker Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Windows BitLocker
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43512,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43512,Windows Standards-Based Storage Management Service Denial of Service Vulnerability,Denial of Service,Important,Windows Standards-Based Storage Management Service
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43511,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43511,Windows Kernel Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43509,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43509,Windows Graphics Component Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Graphics Component
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43508,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43508,Windows Graphics Component Information Disclosure Vulnerability,Information Disclosure,Important,Microsoft Graphics Component
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43506,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43506,BranchCache Denial of Service Vulnerability,Denial of Service,Important,BranchCache
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43505,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43505,Microsoft Office Visio Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office Visio
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43504,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43504,Microsoft Excel Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office Excel
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43503,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43503,Microsoft SharePoint Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Office SharePoint
"Oct 8, 2024","Oct 8, 2024",CVE-2024-43502,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-43502,Windows Kernel Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel
