cwe,relationship,target_cwe
CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),ChildOf,CWE-74: Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')
CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),ParentOf,CWE-80: Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS)
CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),ParentOf,CWE-81: Improper Neutralization of Script in an Error Message Web Page
CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),ParentOf,CWE-83: Improper Neutralization of Script in Attributes in a Web Page
CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),ParentOf,CWE-84: Improper Neutralization of Encoded URI Schemes in a Web Page
CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),ParentOf,CWE-85: Doubled Character XSS Manipulations
CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),ParentOf,CWE-86: Improper Neutralization of Invalid Characters in Identifiers in Web Pages
CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),ParentOf,CWE-87: Improper Neutralization of Alternate XSS Syntax
CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),PeerOf,CWE-352: Cross-Site Request Forgery (CSRF)
CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),CanFollow,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Request/Response Splitting')
CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),CanFollow,CWE-184: Incomplete List of Disallowed Inputs
CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),CanPrecede,CWE-494: Download of Code Without Integrity Check
CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),MemberOf,CWE-137: Data Neutralization Issues
CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),ChildOf,CWE-74: Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')
CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),MemberOf,CWE-1019: Validate Inputs
CWE-80: Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),ChildOf,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CWE-81: Improper Neutralization of Script in an Error Message Web Page,ChildOf,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CWE-81: Improper Neutralization of Script in an Error Message Web Page,CanAlsoBe,CWE-209: Generation of Error Message Containing Sensitive Information
CWE-81: Improper Neutralization of Script in an Error Message Web Page,CanAlsoBe,CWE-390: Detection of Error Condition Without Action
CWE-82: Improper Neutralization of Script in Attributes of IMG Tags in a Web Page,ChildOf,CWE-83: Improper Neutralization of Script in Attributes in a Web Page
CWE-83: Improper Neutralization of Script in Attributes in a Web Page,ChildOf,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CWE-83: Improper Neutralization of Script in Attributes in a Web Page,ParentOf,CWE-82: Improper Neutralization of Script in Attributes of IMG Tags in a Web Page
CWE-84: Improper Neutralization of Encoded URI Schemes in a Web Page,ChildOf,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CWE-85: Doubled Character XSS Manipulations,ChildOf,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CWE-85: Doubled Character XSS Manipulations,PeerOf,CWE-675: Multiple Operations on Resource in Single-Operation Context
CWE-86: Improper Neutralization of Invalid Characters in Identifiers in Web Pages,ChildOf,CWE-436: Interpretation Conflict
CWE-86: Improper Neutralization of Invalid Characters in Identifiers in Web Pages,ChildOf,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CWE-86: Improper Neutralization of Invalid Characters in Identifiers in Web Pages,PeerOf,CWE-184: Incomplete List of Disallowed Inputs
CWE-87: Improper Neutralization of Alternate XSS Syntax,ChildOf,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CWE-88: Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'),ChildOf,CWE-77: Improper Neutralization of Special Elements used in a Command ('Command Injection')
CWE-88: Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'),MemberOf,CWE-137: Data Neutralization Issues
CWE-88: Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'),ChildOf,CWE-74: Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')
CWE-88: Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'),MemberOf,CWE-1019: Validate Inputs
CWE-88: Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'),ChildOf,CWE-77: Improper Neutralization of Special Elements used in a Command ('Command Injection')
CWE-88: Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'),ChildOf,CWE-77: Improper Neutralization of Special Elements used in a Command ('Command Injection')
CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),ChildOf,CWE-943: Improper Neutralization of Special Elements in Data Query Logic
CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),ParentOf,CWE-564: SQL Injection: Hibernate
CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),CanFollow,CWE-456: Missing Initialization of a Variable
CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),MemberOf,CWE-137: Data Neutralization Issues
CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),ChildOf,CWE-74: Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')
CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),MemberOf,CWE-1019: Validate Inputs
CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),ParentOf,CWE-564: SQL Injection: Hibernate
CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),ParentOf,CWE-564: SQL Injection: Hibernate
CWE-90: Improper Neutralization of Special Elements used in an LDAP Query ('LDAP Injection'),ChildOf,CWE-943: Improper Neutralization of Special Elements in Data Query Logic
CWE-90: Improper Neutralization of Special Elements used in an LDAP Query ('LDAP Injection'),MemberOf,CWE-137: Data Neutralization Issues
CWE-90: Improper Neutralization of Special Elements used in an LDAP Query ('LDAP Injection'),MemberOf,CWE-1019: Validate Inputs
CWE-91: XML Injection (aka Blind XPath Injection),ChildOf,CWE-74: Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')
CWE-91: XML Injection (aka Blind XPath Injection),ParentOf,CWE-643: Improper Neutralization of Data within XPath Expressions ('XPath Injection')
CWE-91: XML Injection (aka Blind XPath Injection),ParentOf,CWE-652: Improper Neutralization of Data within XQuery Expressions ('XQuery Injection')
CWE-91: XML Injection (aka Blind XPath Injection),MemberOf,CWE-137: Data Neutralization Issues
CWE-91: XML Injection (aka Blind XPath Injection),ChildOf,CWE-74: Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')
CWE-91: XML Injection (aka Blind XPath Injection),MemberOf,CWE-1019: Validate Inputs
CWE-93: Improper Neutralization of CRLF Sequences ('CRLF Injection'),ChildOf,CWE-74: Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')
CWE-93: Improper Neutralization of CRLF Sequences ('CRLF Injection'),ParentOf,CWE-113: Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Request/Response Splitting')
CWE-93: Improper Neutralization of CRLF Sequences ('CRLF Injection'),CanPrecede,CWE-117: Improper Output Neutralization for Logs
CWE-93: Improper Neutralization of CRLF Sequences ('CRLF Injection'),MemberOf,CWE-137: Data Neutralization Issues
CWE-93: Improper Neutralization of CRLF Sequences ('CRLF Injection'),MemberOf,CWE-1019: Validate Inputs
CWE-94: Improper Control of Generation of Code ('Code Injection'),ChildOf,CWE-913: Improper Control of Dynamically-Managed Code Resources
CWE-94: Improper Control of Generation of Code ('Code Injection'),ChildOf,CWE-74: Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')
CWE-94: Improper Control of Generation of Code ('Code Injection'),ParentOf,CWE-95: Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection')
CWE-94: Improper Control of Generation of Code ('Code Injection'),ParentOf,CWE-96: Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection')
CWE-94: Improper Control of Generation of Code ('Code Injection'),ParentOf,CWE-1336: Improper Neutralization of Special Elements Used in a Template Engine
CWE-94: Improper Control of Generation of Code ('Code Injection'),CanFollow,CWE-98: Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion')
CWE-94: Improper Control of Generation of Code ('Code Injection'),MemberOf,CWE-137: Data Neutralization Issues
CWE-94: Improper Control of Generation of Code ('Code Injection'),ChildOf,CWE-74: Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')
CWE-94: Improper Control of Generation of Code ('Code Injection'),MemberOf,CWE-1019: Validate Inputs
CWE-95: Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection'),ChildOf,CWE-94: Improper Control of Generation of Code ('Code Injection')
CWE-95: Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection'),MemberOf,CWE-1019: Validate Inputs
CWE-96: Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection'),ChildOf,CWE-94: Improper Control of Generation of Code ('Code Injection')
CWE-96: Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection'),ParentOf,CWE-97: Improper Neutralization of Server-Side Includes (SSI) Within a Web Page
CWE-96: Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection'),MemberOf,CWE-1019: Validate Inputs
CWE-97: Improper Neutralization of Server-Side Includes (SSI) Within a Web Page,ChildOf,CWE-96: Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection')
CWE-97: Improper Neutralization of Server-Side Includes (SSI) Within a Web Page,MemberOf,CWE-1019: Validate Inputs
CWE-98: Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File,ChildOf,CWE-706: Use of Incorrectly-Resolved Name or Reference
CWE-98: Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File,ChildOf,CWE-829: Inclusion of Functionality from Untrusted Control Sphere
CWE-98: Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File,CanAlsoBe,CWE-426: Untrusted Search Path
CWE-98: Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File,CanFollow,CWE-73: External Control of File Name or Path
CWE-98: Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File,CanFollow,CWE-184: Incomplete List of Disallowed Inputs
CWE-98: Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File,CanFollow,CWE-425: Direct Request ('Forced Browsing')
CWE-98: Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File,CanFollow,CWE-456: Missing Initialization of a Variable
CWE-98: Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File,CanFollow,CWE-473: PHP External Variable Modification
CWE-98: Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File,CanPrecede,CWE-94: Improper Control of Generation of Code ('Code Injection')
CWE-98: Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File,MemberOf,CWE-1019: Validate Inputs
CWE-99: Improper Control of Resource Identifiers ('Resource Injection'),ChildOf,CWE-74: Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')
CWE-99: Improper Control of Resource Identifiers ('Resource Injection'),ParentOf,CWE-641: Improper Restriction of Names for Files and Other Resources
CWE-99: Improper Control of Resource Identifiers ('Resource Injection'),ParentOf,CWE-694: Use of Multiple Resources with Duplicate Identifier
CWE-99: Improper Control of Resource Identifiers ('Resource Injection'),ParentOf,CWE-914: Improper Control of Dynamically-Identified Variables
CWE-99: Improper Control of Resource Identifiers ('Resource Injection'),PeerOf,CWE-706: Use of Incorrectly-Resolved Name or Reference
CWE-99: Improper Control of Resource Identifiers ('Resource Injection'),CanAlsoBe,CWE-73: External Control of File Name or Path
CWE-99: Improper Control of Resource Identifiers ('Resource Injection'),MemberOf,CWE-1019: Validate Inputs
CWE-102: Struts: Duplicate Validation Forms,ChildOf,CWE-1173: Improper Use of Validation Framework
CWE-102: Struts: Duplicate Validation Forms,ChildOf,CWE-694: Use of Multiple Resources with Duplicate Identifier
CWE-102: Struts: Duplicate Validation Forms,PeerOf,CWE-675: Multiple Operations on Resource in Single-Operation Context
CWE-102: Struts: Duplicate Validation Forms,ChildOf,CWE-20: Improper Input Validation
CWE-103: Struts: Incomplete validate() Method Definition,ChildOf,CWE-573: Improper Following of Specification by Caller
